16,"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
17,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 2. 0. 0. 0. 1. 1. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
18,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 1.]",80.0% idealnego rozwi¹zania
19,"[0. 0. 0. 0. 0. 0. 1. 2. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
20,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 2. 1. 0. 1. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
21,"[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 2. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
22,"[0. 0. 0. 2. 2. 0. 1. 0. 0. 0. 0. 1. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",68.0% idealnego rozwi¹zania
23,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 1. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
24,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
25,"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 0. 0. 0. 2. 1. 2. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
26,"[0. 0. 0. 0. 0. 0. 1. 2. 2. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
27,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0.
 1.]",76.0% idealnego rozwi¹zania
28,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 2. 2. 0. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
29,"[0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0.
 1.]",72.0% idealnego rozwi¹zania
30,"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 1. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
31,"[0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
32,"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 1. 0. 0. 0. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
33,"[0. 0. 0. 0. 0. 0. 1. 1. 2. 0. 0. 0. 2. 2. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 1.]",76.0% idealnego rozwi¹zania
34,"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 1.]",84.0% idealnego rozwi¹zania
35,"[0. 0. 0. 0. 0. 0. 1. 1. 2. 0. 0. 0. 2. 0. 0. 0. 0. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
36,"[0. 0. 0. 0. 0. 0. 1. 2. 2. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
37,"[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 1.]",76.0% idealnego rozwi¹zania
38,"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 0. 2. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
39,"[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 1.]",76.0% idealnego rozwi¹zania
40,"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
41,"[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 1.]",76.0% idealnego rozwi¹zania
42,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
43,"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 1. 0. 2. 0. 0.
 2.]",80.0% idealnego rozwi¹zania
44,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 2.]",80.0% idealnego rozwi¹zania
45,"[0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 2. 1. 0. 1. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
46,"[0. 0. 0. 0. 0. 0. 1. 1. 2. 0. 0. 2. 2. 0. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
47,"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 1.]",72.0% idealnego rozwi¹zania
48,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 2.]",76.0% idealnego rozwi¹zania
49,"[0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 0. 1. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 1.]",68.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 1. 0. 1. 2. 0. 0. 0. 1. 2. 2. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 2. 2. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 2. 2. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 2.]",80.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 1. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 1.]",80.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 2. 0. 1. 2. 0. 0. 0. 1. 2. 1. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 2. 0. 1. 1. 0. 1. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 2. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 1. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 2. 2. 0. 2. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 0. 2. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 1.]",72.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 2. 0. 2. 0. 1. 1. 0. 2. 0. 2. 0. 0.
 1.]",64.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 1. 0. 1. 2. 0. 0. 0. 1. 2. 0. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 1. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 2. 0. 0. 2. 2. 1. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 0. 0. 0. 0. 1. 2. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 2.]",80.0% idealnego rozwi¹zania
"[2. 1. 1. 1. 2. 2. 1. 2. 2. 2. 0. 0. 2. 2. 0. 1. 0. 1. 0. 1. 0. 2. 0. 2.
 1.]",32.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 2. 0. 1. 2. 0. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0.
 2.]",64.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 2. 2. 0. 0. 0. 0. 1. 0. 2. 0. 2. 0. 0.
 2.]",72.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 2. 0. 0. 2. 0. 1. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
"[0. 1. 2. 2. 0. 0. 1. 2. 0. 0. 1. 2. 2. 1. 0. 0. 1. 1. 1. 1. 0. 2. 0. 2.
 2.]",60.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 2. 2. 2. 0. 0. 0. 1. 1. 0. 0. 2. 0. 0.
 0.]",92.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 1. 0. 1. 2. 0. 1. 0. 1. 2. 0. 0. 0. 2. 1. 0. 2. 0. 2. 0. 0.
 0.]",68.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 2. 2. 0. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 0.]",92.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 1. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 1. 0. 1. 1. 0. 1. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 2. 1. 2. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 0. 1. 0. 2. 1. 0. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 2. 0. 0. 2. 2. 1. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 2. 0. 1. 2. 0. 2. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 2.]",64.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 1. 0. 1. 2. 0. 0. 0. 1. 2. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
"[0. 0. 0. 2. 0. 0. 1. 0. 0. 0. 0. 1. 2. 0. 1. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 1.]",64.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 1. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 2. 2. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0.
 2.]",80.0% idealnego rozwi¹zania
"[0. 0. 0. 2. 2. 0. 1. 0. 0. 0. 0. 1. 2. 2. 2. 0. 2. 1. 1. 1. 0. 2. 0. 0.
 0.]",68.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",92.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 2. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 2. 0. 0. 0. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 2. 2. 0. 0. 2. 1. 1. 2. 0. 2. 0. 0.
 2.]",80.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 1. 0. 2. 0. 0.
 1.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 2. 2. 0. 2. 1. 1. 1. 0. 2. 0. 0.
 1.]",72.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 1. 0. 0. 2. 1. 1. 1. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 2. 2. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",92.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",92.0% idealnego rozwi¹zania
"[0. 0. 0. 2. 2. 0. 1. 0. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 2. 2. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",80.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 2. 0. 0. 2. 1. 1. 1. 0. 2. 0. 0.
 1.]",84.0% idealnego rozwi¹zania
 ==================================
0,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 2. 0. 2. 1. 1. 2. 0. 2. 0. 0.
 2.]",80.0% idealnego rozwi¹zania
1,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 2. 0. 2. 1. 1. 2. 0. 2. 0. 0.
 2.]",80.0% idealnego rozwi¹zania
2,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",88.0% idealnego rozwi¹zania
3,"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 0. 0. 0. 2. 1. 1. 2. 0. 2. 0. 0.
 2.]",84.0% idealnego rozwi¹zania
4,"[0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 2. 2. 2. 0. 2. 1. 1. 1. 0. 2. 0. 0.
 0.]",72.0% idealnego rozwi¹zania
5,"[0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 2. 2. 2. 0. 2. 1. 1. 2. 0. 2. 0. 0.
 0.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 2. 0. 2. 0. 0.
 2.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 2. 2. 1. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",100.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[2. 1. 2. 0. 1. 2. 1. 2. 0. 1. 0. 2. 2. 2. 2. 0. 2. 1. 1. 1. 0. 2. 0. 0.
 0.]",56.00000000000001% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 2. 2. 1. 0. 2. 1. 1. 1. 0. 2. 0. 0.
 1.]",76.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 2. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",84.0% idealnego rozwi¹zania
"[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 2. 1. 0. 0. 2. 1. 1. 0. 0. 2. 0. 0.
 0.]",96.0% idealnego rozwi¹zania
